Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Etsy link (product.metafields.custom.etsy_link),Introductory sentence (product.metafields.custom.introductory_sentence),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Accessory size (product.metafields.shopify.accessory-size),Age group (product.metafields.shopify.age-group),Artwork authenticity (product.metafields.shopify.artwork-authenticity),Artwork frame material (product.metafields.shopify.artwork-frame-material),Clothing features (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Frame style (product.metafields.shopify.frame-style),Neckline (product.metafields.shopify.neckline),Painting medium (product.metafields.shopify.painting-medium),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Theme (product.metafields.shopify.theme),Top length type (product.metafields.shopify.top-length-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
12-snapshot,#12 Snapshot 'Harbour Lights',"<p><strong>Product:</strong> Original painting by Georgina Westley</p>
<p><strong>Medium:</strong> Acrylic on handmade paper <meta charset=""utf-8"">360gsm</p>
<p><strong>Dimensions</strong>: Image 90mm x 110 (Polaroid sized)</p>
<p><strong>Mount</strong>: Black mount 127mm x 178mm (5"" x 7"") </p>
<p data-sourcepos=""39:1-39:10"">Notes:</p>
<ul>
<li data-sourcepos=""39:1-39:10"">Gloss varnished for a luminous finish.</li>
<li data-sourcepos=""39:1-39:10"">Hand sign and numbered.<br>
</li>
<li data-sourcepos=""39:1-39:10"">High quality paint.<br>
</li>
<li data-sourcepos=""39:1-39:10"">Easy to frame.<em><b id=""docs-internal-guid-5b4a9fdf-7fff-f6ec-fc23-f70183690b7f""><span><br></span></b></em>
</li>
</ul>",Georgina Westley Art Design,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork > Paintings",Fine Art,"Discovery, Dreams, Evening, Freedom, Green skies, Hope, Landscape, Nostalgia, Sunset",true,Title,Default Title,,,,,,,,Snapshot_12,0.0,shopify,deny,manual,50.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/12_Snapshots_crop_9b6f9412-b152-4ff9-9219-eecd4908890c.jpg?v=1750005174,1,"",false,,,,,,,,,,,,,,,As dusk settles these guiding glows welcome the weary soul home.,,,,,original,,,,,,,acrylic,,,,,,,,,,,kg,,,active
11-snapshot,#11 Snapshot 'Guiding Lights',"<p><strong>Product:</strong> Original painting by Georgina Westley</p>
<p><strong>Medium:</strong> Acrylic on handmade paper <meta charset=""utf-8"">360gsm</p>
<p><strong>Dimensions</strong>: Image 90mm x 110 (Polaroid sized)</p>
<p><strong>Mount</strong>: Black mount 127mm x 178mm (5"" x 7"") </p>
<p data-sourcepos=""39:1-39:10"">Notes:</p>
<ul>
<li data-sourcepos=""39:1-39:10"">Gloss varnished for a luminous finish.</li>
<li data-sourcepos=""39:1-39:10"">Hand sign and numbered.<br>
</li>
<li data-sourcepos=""39:1-39:10"">High quality paint.<br>
</li>
<li data-sourcepos=""39:1-39:10"">Easy to frame.<em><b id=""docs-internal-guid-5b4a9fdf-7fff-f6ec-fc23-f70183690b7f""><span><br></span></b></em>
</li>
</ul>",Georgina Westley Art Design,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork > Paintings",Fine Art,"Coming Home, Discovery, Dreams, Evening, Freedom, Hope, Journey, Landscape, Nostalgia, Path, Pink skies",true,Title,Default Title,,,,,,,,Snapshot_11,0.0,shopify,deny,manual,50.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/11_Snapshots_crop_cac4e92a-f81d-46ea-941a-dba73fe02bab.jpg?v=1750005057,1,"",false,,,,,,,,,,,,,,,"Beneath these rose-tinted skies, the lights whisper of a path forward.",,,,,original,,,,,,,acrylic,,,,,,,,,,,kg,,,active
10-snapshot,#10 Snapshot 'Glimmering Path',"<p><strong>Product:</strong> Original painting by Georgina Westley</p>
<p><strong>Medium:</strong> Acrylic on handmade paper <meta charset=""utf-8"">360gsm</p>
<p><strong>Dimensions</strong>: Image 90mm x 110 (Polaroid sized)</p>
<p><strong>Mount</strong>: Black mount 127mm x 178mm (5"" x 7"") </p>
<p data-sourcepos=""39:1-39:10"">Notes:</p>
<ul>
<li data-sourcepos=""39:1-39:10"">Gloss varnished for a luminous finish.</li>
<li data-sourcepos=""39:1-39:10"">Hand sign and numbered.<br>
</li>
<li data-sourcepos=""39:1-39:10"">High quality paint.<br>
</li>
<li data-sourcepos=""39:1-39:10"">Easy to frame.<em><b id=""docs-internal-guid-5b4a9fdf-7fff-f6ec-fc23-f70183690b7f""><span><br></span></b></em>
</li>
</ul>",Georgina Westley Art Design,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork > Paintings",Fine Art,"Blossom, Discovery, Dreams, Flowers, Freedom, Hope, Journey, Landscape, Nostalgia, Path, Sunlight, Walking",true,Title,Default Title,,,,,,,,Snapshot_10,0.0,shopify,deny,manual,50.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/10_Snapshots_crop_fdce6117-43a6-433e-a280-a6f630295624.jpg?v=1750004958,1,"",false,,,,,,,,,,,,,,,Follow the light's delicate trace and see what softly unfolds.,,,,,original,,,,,,,acrylic,,,,,,,,,,,kg,,,active
9-snapshot,#9 Snapshot 'Cloud Song',"<p><strong>Product:</strong> Original painting by Georgina Westley</p>
<p><strong>Medium:</strong> Acrylic on handmade paper <meta charset=""utf-8"">360gsm</p>
<p><strong>Dimensions</strong>: Image 90mm x 110 (Polaroid sized)</p>
<p><strong>Mount</strong>: Black mount 127mm x 178mm (5"" x 7"") </p>
<p data-sourcepos=""39:1-39:10"">Notes:</p>
<ul>
<li data-sourcepos=""39:1-39:10"">Gloss varnished for a luminous finish.</li>
<li data-sourcepos=""39:1-39:10"">Hand sign and numbered.<br>
</li>
<li data-sourcepos=""39:1-39:10"">High quality paint.<br>
</li>
<li data-sourcepos=""39:1-39:10"">Easy to frame.<em><b id=""docs-internal-guid-5b4a9fdf-7fff-f6ec-fc23-f70183690b7f""><span><br></span></b></em>
</li>
</ul>",Georgina Westley Art Design,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork > Paintings",Fine Art,"City, Coast, Discovery, Dreams, Endings, Freedom, Hope, Journey, Landscape, Nostalgia, Skies, Sunset",true,Title,Default Title,,,,,,,,Snapshot_9,0.0,shopify,deny,manual,50.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/9_Snapshots_crop.jpg?v=1750005445,1,"",false,,,,,,,,,,,,,,,"When the clouds sing, even the distant city listens.",,1,,,original,,,,,,,acrylic,,,,,,,,,,,kg,,,active
9-snapshot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/IMG_1543.jpg?v=1750426897,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-snapshot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/IMG_1544.jpg?v=1750427000,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-snapshot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/IMG_1526.jpg?v=1750417232,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8-snapshot,#8 Snapshot 'Crimson Veil',"<p><strong>Product:</strong> Original painting by Georgina Westley</p>
<p><strong>Medium:</strong> Acrylic on handmade paper <meta charset=""utf-8"">360gsm</p>
<p><strong>Dimensions</strong>: Image 90mm x 110 (Polaroid sized)</p>
<p><strong>Mount</strong>: Black mount 127mm x 178mm (5"" x 7"") </p>
<p data-sourcepos=""39:1-39:10"">Notes:</p>
<ul>
<li data-sourcepos=""39:1-39:10"">Gloss varnished for a luminous finish.</li>
<li data-sourcepos=""39:1-39:10"">Hand sign and numbered.<br>
</li>
<li data-sourcepos=""39:1-39:10"">High quality paint.<br>
</li>
<li data-sourcepos=""39:1-39:10"">Easy to frame.<em><b id=""docs-internal-guid-5b4a9fdf-7fff-f6ec-fc23-f70183690b7f""><span><br></span></b></em>
</li>
</ul>",Georgina Westley Art Design,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork > Paintings",Fine Art,"City, Cityscape, Discovery, Dreams, Endings, Freedom, Hope, Journey, Landscape, Nostalgia, Sunset",true,Title,Default Title,,,,,,,,Snapshot_8,0.0,shopify,deny,manual,50.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/8_Snapshots_crop_64639467-deff-4272-ab08-a9d495530242.jpg?v=1750004676,1,"",false,,,,,,,,,,,,,,,Sit beneath the fire skies and see what lies beyond.,,,,,original,,,,,,,acrylic,,,,,,,,,,,kg,,,active
7-snapshot,#7 Snapshot 'Way Back When',"<p><strong>Product:</strong> Original painting by Georgina Westley</p>
<p><strong>Medium:</strong> Acrylic on handmade paper <meta charset=""utf-8"">360gsm</p>
<p><strong>Dimensions</strong>: Image 90mm x 110 (Polaroid sized)</p>
<p><strong>Mount</strong>: Black mount 127mm x 178mm (5"" x 7"") </p>
<p data-sourcepos=""39:1-39:10"">Notes:</p>
<ul>
<li data-sourcepos=""39:1-39:10"">Gloss varnished for a luminous finish.</li>
<li data-sourcepos=""39:1-39:10"">Hand sign and numbered.<br>
</li>
<li data-sourcepos=""39:1-39:10"">High quality paint.<br>
</li>
<li data-sourcepos=""39:1-39:10"">Easy to frame.<em><b id=""docs-internal-guid-5b4a9fdf-7fff-f6ec-fc23-f70183690b7f""><span><br></span></b></em>
</li>
</ul>",Georgina Westley Art Design,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork > Paintings",Fine Art,"Discovery, Dreams, Freedom, Happy Times, Holiday Memories, Hope, Journey, Landscape, Nostalgia, Sunset",true,Title,Default Title,,,,,,,,Snapshot_7,0.0,shopify,deny,manual,50.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/7_Snapshots_crop_0e8c5513-ff9e-4e2c-9aaf-b118b69dea0f.jpg?v=1750004452,1,"",false,,,,,,,,,,,,,,,"Another time, another place, recalled in a heartbeat.",,,,,original,,,,,,,acrylic,,,,,,,,,,,kg,,,active
7-snapshot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/7_Snaphots_mount.jpg?v=1750769917,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-snapshot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/7_Snapshots_cello.jpg?v=1750769917,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-snapshot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/7-Snapshots_frame.jpg?v=1750769917,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-snapshot,#6 Snapshot 'Pure Potential',"<p><strong>Product:</strong> Original painting by Georgina Westley</p>
<p><strong>Medium:</strong> Acrylic on handmade paper <meta charset=""utf-8"">360gsm</p>
<p><strong>Dimensions</strong>: Image 90mm x 110 (Polaroid sized)</p>
<p><strong>Mount</strong>: Black mount 127mm x 178mm (5"" x 7"") </p>
<p data-sourcepos=""39:1-39:10"">Notes:</p>
<ul>
<li data-sourcepos=""39:1-39:10"">Gloss varnished for a luminous finish.</li>
<li data-sourcepos=""39:1-39:10"">Hand sign and numbered.<br>
</li>
<li data-sourcepos=""39:1-39:10"">High quality paint.<br>
</li>
<li data-sourcepos=""39:1-39:10"">Easy to frame.<em><b id=""docs-internal-guid-5b4a9fdf-7fff-f6ec-fc23-f70183690b7f""><span><br></span></b></em>
</li>
</ul>",Georgina Westley Art Design,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork > Paintings",Fine Art,"Dreams, Energy, Freedom, Happy Times, Holiday Memories, Hope, Journey, Landscape, Nostalgia, Sunset",true,Title,Default Title,,,,,,,,Snapshot_6,0.0,shopify,deny,manual,50.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/6_Snapshots_crop_50ccb3e6-06d3-4cf4-a1e3-40199c852db9.jpg?v=1750004285,1,"",false,,,,,,,,,,,,,,,"As the light embraces the shore, every pebble holds a secret promise.",,1,,,original,,,,,,,acrylic,,,,,,,,,,,kg,,,active
6-snapshot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/18_Snapshots_night.jpg?v=1750773145,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-snapshot,"#5 Snapshot ""Sky Canvas'","<p><strong>Product:</strong> Original painting by Georgina Westley</p>
<p><strong>Medium:</strong> Acrylic on handmade paper <meta charset=""utf-8"">360gsm</p>
<p><strong>Dimensions</strong>: Image 90mm x 110 (Polaroid sized)</p>
<p><strong>Mount</strong>: Black mount 127mm x 178mm (5"" x 7"") </p>
<p data-sourcepos=""39:1-39:10"">Notes:</p>
<ul>
<li data-sourcepos=""39:1-39:10"">Gloss varnished for a luminous finish.</li>
<li data-sourcepos=""39:1-39:10"">Hand sign and numbered.<br>
</li>
<li data-sourcepos=""39:1-39:10"">High quality paint.<br>
</li>
<li data-sourcepos=""39:1-39:10"">Easy to frame.<em><b id=""docs-internal-guid-5b4a9fdf-7fff-f6ec-fc23-f70183690b7f""><span><br></span></b></em>
</li>
</ul>",Georgina Westley Art Design,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork > Paintings",Fine Art,"Dreams, Freedom, Happy Times, Holiday Memories, Hope, Journey, Landscape, Nostalgia, Sunset",true,Title,Default Title,,,,,,,,Snapshot_5,0.0,shopify,deny,manual,50.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/5_Snapshots_crop_53262b53-43b0-4362-ab5e-105b40dc7f61.jpg?v=1750004157,1,"",false,,,,,,,,,,,,,,,"The vast sky paints a journey, inviting you onward.",,,,,original,,,,,,,acrylic,,,,,,,,,,,kg,,,active
5-snapshot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/5_Snapshot_frame.jpg?v=1750768404,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-snapshot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/5_Snapshot_cello.jpg?v=1750768829,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-snapshot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/5_Snapshot_mount.jpg?v=1750768790,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-snapshot,#4 Snapshot 'Soft Recall',"<p><strong>Product:</strong> Original painting by Georgina Westley</p>
<p><strong>Medium:</strong> Acrylic on handmade paper <meta charset=""utf-8"">360gsm</p>
<p><strong>Dimensions</strong>: Image 90mm x 110 (Polaroid sized)</p>
<p><strong>Mount</strong>: Black mount 127mm x 178mm (5"" x 7"") </p>
<p data-sourcepos=""39:1-39:10"">Notes:</p>
<ul>
<li data-sourcepos=""39:1-39:10"">Gloss varnished for a luminous finish.</li>
<li data-sourcepos=""39:1-39:10"">Hand sign and numbered.<br>
</li>
<li data-sourcepos=""39:1-39:10"">High quality paint.<br>
</li>
<li data-sourcepos=""39:1-39:10"">Easy to frame.<em><b id=""docs-internal-guid-5b4a9fdf-7fff-f6ec-fc23-f70183690b7f""><span><br></span></b></em>
</li>
</ul>",Georgina Westley Art Design,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork > Paintings",Fine Art,"Dreams, Forest, Freedom, Happy Times, Holiday Memories, Hope, Journey, Landscape, New Dawn, Reflection, Trees",true,Title,Default Title,,,,,,,,Snapshot_4,0.0,shopify,deny,manual,50.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/4_Snapshots_crop_24882965-817d-4d46-8fde-cb6b2f58570f.jpg?v=1750004062,1,"",false,,,,,,,,,,,,,,,"Within these soft skies, a cherished past gently reappears.",,,,,original,,,,,,,acrylic,,,,,,,,,,,kg,,,active
4-snapshot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/Snapshot_4_Soft_Recall_Miniature_Art_IMG_1562.jpg?v=1750431843,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-snapshot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/Snapshot_4_Soft_Recall_Miniature_Art_IMG_1565.jpg?v=1750431907,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-snapshot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/4_Snapshots_framed.jpg?v=1750767785,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-snapshot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/4_Snapshots_paint.jpg?v=1750767817,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-snapshot,#3 Snapshot 'Washed Anew',"<p><strong>Product:</strong> Original painting by Georgina Westley</p>
<p><strong>Medium:</strong> Acrylic on handmade paper <meta charset=""utf-8"">360gsm</p>
<p><strong>Dimensions</strong>: Image 90mm x 110 (Polaroid sized)</p>
<p><strong>Mount</strong>: Black mount 127mm x 178mm (5"" x 7"") </p>
<p data-sourcepos=""39:1-39:10"">Notes:</p>
<ul>
<li data-sourcepos=""39:1-39:10"">Gloss varnished for a luminous finish.</li>
<li data-sourcepos=""39:1-39:10"">Hand sign and numbered.<br>
</li>
<li data-sourcepos=""39:1-39:10"">High quality paint.<br>
</li>
<li data-sourcepos=""39:1-39:10"">Easy to frame.<em><b id=""docs-internal-guid-5b4a9fdf-7fff-f6ec-fc23-f70183690b7f""><span><br></span></b></em>
</li>
</ul>",Georgina Westley Art Design,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork > Paintings",Fine Art,"Dreams, Forest, Freedom, Happy Times, Holiday Memories, Hope, Journey, Landscape, New Dawn, Reflection, Trees",true,Title,Default Title,,,,,,,,Snapshot_3,0.0,shopify,deny,manual,50.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/3_Snapshots_crop_28db925a-2bba-4934-be44-756661b22515.jpg?v=1750003982,1,"",false,,,,,,,,,,,,,,,"The shore invites a gentle release, leaving only what is needed left behind.",,,,,original,,,,,,,acrylic,,,,,,,,,,,kg,,,active
3-snapshot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/Snapshot_3_Washed_Anew_Miniature_Art_IMG_1560.jpg?v=1750434327,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-snapshot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/Snapshot_3_Washed_Anew_Miniature_Art__IMG_1561.jpg?v=1750434349,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-snapshot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/Snapshot_2_Shadow_Dance_Miniature_Art_IMG_1482.jpg?v=1750431270,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2snapshot,#2 Snapshot 'Shadow Dance',"<p><strong>Product:</strong> Original painting by Georgina Westley</p>
<p><strong>Medium:</strong> Acrylic on handmade paper <meta charset=""utf-8"">360gsm</p>
<p><strong>Dimensions</strong>: Image 90mm x 110 (Polaroid sized)</p>
<p><strong>Mount</strong>: Black mount 127mm x 178mm (5"" x 7"") </p>
<p data-sourcepos=""39:1-39:10"">Notes:</p>
<ul>
<li data-sourcepos=""39:1-39:10"">Gloss varnished for a luminous finish.</li>
<li data-sourcepos=""39:1-39:10"">Hand sign and numbered.<br>
</li>
<li data-sourcepos=""39:1-39:10"">High quality paint.<br>
</li>
<li data-sourcepos=""39:1-39:10"">Easy to frame.<em><b id=""docs-internal-guid-5b4a9fdf-7fff-f6ec-fc23-f70183690b7f""><span><br></span></b></em>
</li>
</ul>",Georgina Westley Art Design,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork > Paintings",Fine Art,"Dreams, Forest, Freedom, Happy Times, Holiday Memories, Hope, Journey, Landscape, New Dawn, Reflection, Trees",true,Title,Default Title,,,,,,,,Snapshot_2,0.0,shopify,deny,manual,50.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/2_Snapshots_crop_e11adc6a-fcea-4ebb-a662-43767c01a963.jpg?v=1750003708,1,"",false,,,,,,,,,,,,,,,"Where light retreats, a quiet rhythm begins.",,,,,original,,,,,,,acrylic,,,,,,,,,,,kg,,,active
2snapshot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/Snapshot_2_Shadow_Dance_Miniature_Art_IMG_1554.jpg?v=1750430161,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2snapshot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/Snapshot_2_Shadow_Dance_Miniature_Art_IMG_1557.jpg?v=1750430215,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2snapshot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/Snapshot_2_Shadow_Dance_Miniature_Art_IMG_1505.png?v=1750430257,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2snapshot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/2_Snapshot_paint.jpg?v=1750767120,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-snapshot,#1 Snapshot 'Light Shift',"<p><strong>Product:</strong> Original painting by Georgina Westley</p>
<p><strong>Medium:</strong> Acrylic on handmade paper360gsm</p>
<p><strong>Dimensions</strong>: Image 90mm x 110 (Polaroid sized)</p>
<p><strong>Mount</strong>: Black mount 127mm x 178mm (5"" x 7"") </p>
<p data-sourcepos=""39:1-39:10"">Notes:</p>
<ul>
<li data-sourcepos=""39:1-39:10"">Gloss varnished for a luminous finish.</li>
<li data-sourcepos=""39:1-39:10"">Hand sign and numbered.</li>
<li data-sourcepos=""39:1-39:10"">High quality paint.</li>
<li data-sourcepos=""39:1-39:10"">Easy to frame.<em><b id=""docs-internal-guid-5b4a9fdf-7fff-f6ec-fc23-f70183690b7f""><span><br></span></b></em>
</li>
</ul>",Georgina Westley Art Design,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork > Paintings",Fine Art,"Beginnings, Coast, Dreams, Escape, Freedom, Happy Times, Holiday Memories, Hope, Landscape, New Dawn, Reflection, Seascape, Sunrise",true,Title,Default Title,,,,,,,,Snapshot_1,0.0,shopify,deny,manual,50.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0808/2738/4116/files/Snapshot_1_Light_Shift_Georgina_Westley_Painting_Crop.jpg?v=1750428937,1,"",false,,,,,,,,,,,,,,,Something transforms within as the light begins to change.,,1,,,original,,,,,,,acrylic,,,,,,,,,,,kg,,,active
1-snapshot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/Snapshot_1_Light_Shift_Georgina_Westley_Painting.jpg?v=1750428786,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-snapshot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/Snapshot_1_Light_Shift_Georgina_Westley_Painting_IMG_1552.jpg?v=1750428899,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-snapshot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/1_Snapshot-frame.jpg?v=1750766870,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-snapshot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/1_Snapshot_paint.jpg?v=1750766800,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
down-by-the-stream-copy,Reflected Hope,"<p><meta charset=""utf-8"">I lost myself when I was painting this, I hope it has a similar effect on you when you look at it.</p>
<ul>
<li>Framed in a beautiful black deep tray frame</li>
<li>34cm x 34cm (5.5cm deep)</li>
<li>Acrylic - gloss varnish</li>
<li>Stretched canvas</li>
<li>Pre-strung - ready to hang</li>
</ul>",Georgina Westley Art Design,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork > Paintings",Oils and acrylics,"Coast, Sea, Seascape, Water",true,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,200.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/ReflectedHopeHerbs.jpg?v=1743797011,1,"",false,,,500044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
down-by-the-stream-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/ReflectedHopeMain.jpg?v=1743797011,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
down-by-the-stream-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/ReflectedHopePalette.jpg?v=1743795846,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
